Project Number,Project Number Sequence,Plan Series,Capital Plan,Agency Name,Category Description,Element Description,Project Description,Latitude,Longitude,Location Indicator,Location
ET070307,6,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE STRUCTURES,LINE STRUCTRE MITIGATION:SANDY,Mitigation: Internal Tunnel Sealing,40.757992,-73.956443,multilocation,"(40.757992, -73.956443)"
T7080611,3,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 28 Stations (In-House),40.601708,-73.993448,multilocation,"(40.601708, -73.993448)"
G8100106,4,8,Capital Plan 2020 - 2024,Capital Construction Company,FULL LENGTH SECOND AVE SUBWAY,FULL LENGTH SECOND AVE SUBWAY,SAS 2 Finishes & Fit-out,40.79075,-73.94213,multilocation,"(40.79075, -73.94213)"
ED050303,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,BUILDINGS & UTILITIES,BUILDING SITE MITIGATION:SANDY,Hugh Carey Tunnel - Raise seawalls at the Governors Island Vent Building,40.692289,-74.01204,base,"(40.692289, -74.01204)"
T8080318,7,8,Capital Plan 2020 - 2024,New York City Transit,SIGNALS & COMMUNICATION,SIGNAL MODERNIZATION,SigMod: Queens Blvd East and 3 Interlockings (Hillside) - Install,40.712881,-73.782842,multilocation,"(40.712881, -73.782842)"
T6080610,1,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Private Branch Exchange (PBX) System Upgrades - Design Only,40.678122,-73.899624,multilocation,"(40.678122, -73.899624)"
T7041262,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Station Lighting at Canal St on the Nassau Loop Line and 7th Ave on the 6th Ave Line (SBMP),40.718074,-73.999924,multilocation,"(40.718074, -73.999924)"
T6041217,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Rehabilitation of Kings Highway Station on the Sea Beach Line,40.604081,-73.980385,base,"(40.604081, -73.980385)"
G6090124,1,6,Capital Plan 2010 - 2014,Capital Construction Company,East Side Access,EAST SIDE ACCESS,ESA: Harold Structures - Part 3B,40.748102,-73.929899,base,"(40.748102, -73.929899)"
T6040408,15,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,FARE COLLECTION,Passenger Station Local Area Network at 20 Stations,40.773618,-73.959878,multilocation,"(40.773618, -73.959878)"
T7041310,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,ADA Accessibility at 59 Street Station on the 4 Avenue Line,40.641255,-74.01801,base,"(40.641255, -74.01801)"
T8040719,4,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 17 Elevators at 8 Stations,40.650724,-73.949757,multilocation,"(40.650724, -73.949757)"
L70701XU,2,7,Capital Plan 2015 - 2019,Long Island Rail Road,POWER,POWER,Substation Replacement Package 2 - Construction,40.6678487,-73.5336708,multilocation,"(40.6678487, -73.5336708)"
T7080344,7,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Mainline Switch Replacement on the CBTC 8 Avenue Line,40.760481,-73.987574,multilocation,"(40.760481, -73.987574)"
T7080341,9,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Install Communication-Based Train Control (CBTC): Lexington Ave Line and Interlockings - Design Only,40.805934,-73.936299,multilocation,"(40.805934, -73.936299)"
T6080649,49,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations,40.833779,-73.918424,multilocation,"(40.833779, -73.918424)"
T6080622,60,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.753943,-73.982538,multilocation,"(40.753943, -73.982538)"
ET060308,5,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: Hatch Replacement and Installation of Mechanical Closure Devices at Various Fan Plants (SBFP),40.704007,-74.01155,multilocation,"(40.704007, -74.01155)"
T6040410,2,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,FARE COLLECTION,Passenger Station Local Area Network at 6 Stations,40.84683,-73.83258,multilocation,"(40.84683, -73.83258)"
T6080620,14,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Upgrade Ventilation Systems in 19 Communication Rooms,40.750529,-73.940179,multilocation,"(40.750529, -73.940179)"
T6080604,12,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Public Address/Customer Info Screen Systems,40.668346,-73.834109,multilocation,"(40.668346, -73.834109)"
T6080619,22,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Waterproofing of Communication Rooms,40.703878,-73.947426,multilocation,"(40.703878, -73.947426)"
T7080610,57,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations (Transit Wireless),40.798621,-73.941631,multilocation,"(40.798621, -73.941631)"
L50401B4,2,5,Capital Plan 2005 - 2009,Long Island Rail Road,LINE STRUCTURES,BRIDGES,"Atlantic Viaduct, Phase I",40.678451,-73.949683,multilocation,"(40.678451, -73.949683)"
G7090165,1,7,Capital Plan 2015 - 2019,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,Replace Damaged Rail,40.75269,-73.977202,base,"(40.75269, -73.977202)"
T6041277,2,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at 3 Stations on the Brighton Line,40.66138,-73.962204,multilocation,"(40.66138, -73.962204)"
ET050218,21,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACK,TRACK/SWITCH REPAIRS: SANDY,Recovery: Mainline Switches (200th to 207th Street / 8th Avenue),40.866008,-73.92003,multilocation,"(40.866008, -73.92003)"
T6080622,24,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.759562,-73.830127,multilocation,"(40.759562, -73.830127)"
T8050344,3,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2024 / Broadway-7th Ave,40.888424,-73.899034,multilocation,"(40.888424, -73.899034)"
T7041277,4,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair Platform Components at 6 Locations on the Lexington Avenue Line - Design Only,40.762621,-73.967911,multilocation,"(40.762621, -73.967911)"
T7080613,11,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Replacement of Public Address/Customer Information Screens Electronics on the Canarsie Line,40.69983,-73.91161,multilocation,"(40.69983, -73.91161)"
ED040304,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,UTILITIES,UTILITIES MITIGATION: SANDY,Installation of new drainage pumps in the cellular structure at the Manhattan Plaza of the Hugh L. Carey Tunnel.,40.705162,-74.015196,base,"(40.705162, -74.015196)"
T6080622,9,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.785944,-73.950885,multilocation,"(40.785944, -73.950885)"
G7090105,1,7,Capital Plan 2015 - 2019,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: Metro-North Railroad Force Account Support for Manhattan Structural work,40.752778,-73.977222,base,"(40.752778, -73.977222)"
D501CB08,1,5,Capital Plan 2005 - 2009,Bridges And Tunnels,Structures,Cross-Bay Bridge,Deck and structural rehabilitation - Cross Bay Bridge.,40.592057,-73.819714,base,"(40.592057, -73.819714)"
T7080610,15,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations (Transit Wireless),40.808205,-73.907841,multilocation,"(40.808205, -73.907841)"
L70204V5,1,7,Capital Plan 2015 - 2019,Long Island Rail Road,STATIONS,STATION AND BUILDINGS,"Enhanced Station Initiatives [ESI]: Phase 1- 8 stations:  Deer Park, Brentwood, Merrick, Stony Brook, Syosset, East Hampton, Bellmore, and Farmingdale.",40.9651097,-72.1928911,multilocation,"(40.9651097, -72.1928911)"
T6070313,1,6,Capital Plan 2010 - 2014,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Structure Repairs on the Dyre Ave Line,40.84195,-73.873371,base,"(40.84195, -73.873371)"
T7160524,1,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,ENGINEERING SERVICES,Station Capacity Enhancements at Vernon Jackson Avenue on the Flushing Line - Design Only,40.742614,-73.953552,base,"(40.742614, -73.953552)"
ET090307,18,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTIONPOWER MITIGATION:SANDY,Mitigation: Substation Hardening at 24 Locations,40.748078,-73.94211,multilocation,"(40.748078, -73.94211)"
T70412L1,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Renewal of 14th Street Station on the Broadway-7th Avenue Line - Design Only,40.73796,-74.00018,base,"(40.73796, -74.00018)"
ET060318,21,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: Pumping System Improvements - Design Only,40.710321,-73.989616,multilocation,"(40.710321, -73.989616)"
T8041331,1,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,ACCESSIBILITY,ADA Accessibility at Parkchester-East 177 Street on the Pelham Line,40.833236,-73.860868,base,"(40.833236, -73.860868)"
T7160717,11,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Refurbish Keene Vacuum Systems,40.593788,-73.992231,multilocation,"(40.593788, -73.992231)"
ET090206,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTION POWER REPAIRS: SANDY,Recovery: Traction Power Restoration at Various Locations - Design Only,40.746672,-73.993748,multilocation,"(40.746672, -73.993748)"
T8041213,2,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,Station Components: Main Street on the Flushing Line,40.7438,-73.924178,multilocation,"(40.7438, -73.924178)"
T6040407,3,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,FARE COLLECTION,Passenger Station Local Area Network at 8 Stations,40.77952,-73.955569,multilocation,"(40.77952, -73.955569)"
L7060469,1,7,Capital Plan 2015 - 2019,Long Island Rail Road,SHOPS AND YARDS,EMPLOYEE FACILITIES,HSF Loading Dock Exhaust and HVAC Replacement SBDP,40.7068965,-73.7757695,multilocation,"(40.7068965, -73.7757695)"
T6041263,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at 138 St - 3rd Avenue Station on the Pelham Line (SBMP),40.810483,-73.926142,base,"(40.810483, -73.926142)"
U8030219,1,8,Capital Plan 2020 - 2024,Mta Bus Company,BUS COMPANY PROJECTS,BUS COMPANY PROJECTS,Generator Replacement at Spring Creek and College Point Depots,40.661999,-73.86459,multilocation,"(40.661999, -73.86459)"
M6020106,1,6,Capital Plan 2010 - 2014,Metro-North Railroad,STATIONS,GRAND CENTRAL TERMINAL,Grand Central Terminal Elevator Rehabilitation - Phase 4,40.752999,-73.97706,base,"(40.752999, -73.97706)"
T6041261,4,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Design of Component Repairs at 5 Stations on the Brighton Line and Repair of Street Stair at 7th Avenue Station on the Brighton Line (SBMP),40.66138,-73.962204,multilocation,"(40.66138, -73.962204)"
T8041281,2,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,Ventilator Repairs at 2 Locations on the Canarsie Line,40.717308,-73.956873,multilocation,"(40.717308, -73.956873)"
T8050326,1,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2022 / Myrtle,40.710661,-73.889948,multilocation,"(40.710661, -73.889948)"
D701VN10,1,7,Capital Plan 2015 - 2019,Bridges And Tunnels,STRUCTURES,VERRAZANO-NARROWS BRIDGE,Design and construction for the rehabilitation of the exterior and interior of the Anchorages at the Verrazano-Narrows Bridge,40.601152,-74.064125,base,"(40.601152, -74.064125)"
S7070111,1,7,Capital Plan 2015 - 2019,Staten Island Railway,STATEN ISLAND RAILWAY,SIR: MISCELLANEOUS,Relocation of Headquarters to Clifton Shop,40.621707,-74.071233,base,"(40.621707, -74.071233)"
T6060307,1,6,Capital Plan 2010 - 2014,New York City Transit,LINE EQUIPMENT,VENTILATION FACILITIES,Replace Supervisory Ventilation Controls at Various Locations - Design Only,40.698581,-73.996786,multilocation,"(40.698581, -73.996786)"
S8070110,1,8,Capital Plan 2020 - 2024,Staten Island Railway,STATEN ISLAND RAILWAY,SIR: MISCELLANEOUS,Station Components: New Dorp / Staten Island Railway,40.573528,-74.117151,base,"(40.573528, -74.117151)"
T8041234,1,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,Platform Components: Broadway Junction on the Jamaica Line,40.67944,-73.904324,base,"(40.67944, -73.904324)"
L60301TG,1,6,Capital Plan 2010 - 2014,Long Island Rail Road,TRACK,ANNUAL TRACK REHAB PROGRAM,Atlantic Branch Half tie replacement,40.675939,-73.902813,multilocation,"(40.675939, -73.902813)"
T6160715,7,6,Capital Plan 2010 - 2014,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Rehabilitation of 9 Employee Facilities on the Crosstown Line,40.694697,-73.949072,multilocation,"(40.694697, -73.949072)"
T5080316,1,5,Capital Plan 2005 - 2009,New York City Transit,SIGNALS AND COMMUNICATIONS,SIGNAL MODERNIZATION,Modernize 3 Interlockings - 8th Avenue Line,40.725515,-74.004017,multilocation,"(40.725515, -74.004017)"
ET060211,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMENT REPAIRS: SANDY,Recovery: Pump Room (Greenpoint Tube),40.73999,-73.954978,base,"(40.73999, -73.954978)"
T7080633,29,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations (Transit Wireless),40.66896,-73.932441,multilocation,"(40.66896, -73.932441)"
ET040315,3,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: Installation of Watertight Hatches at Various Stations (SBFP),40.720554,-74.005227,multilocation,"(40.720554, -74.005227)"
T6060305,3,6,Capital Plan 2010 - 2014,New York City Transit,LINE EQUIPMENT,VENTILATION FACILITIES,Replace Ventilation Controls at 22 Locations,40.701362,-73.986564,multilocation,"(40.701362, -73.986564)"
T6070341,1,6,Capital Plan 2010 - 2014,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Structure Repairs on the Concourse Line in the Bronx - Design Only,40.873237,-73.887146,multilocation,"(40.873237, -73.887146)"
T6040701,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS/ELEVATORS,Replace 3 Escalators in Southern Manhattan,40.703168,-74.013012,multilocation,"(40.703168, -74.013012)"
T7060512,2,7,Capital Plan 2015 - 2019,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Deep Wells Back-flushing on the Crosstown Line - Design Only,40.690246,-73.9492,multilocation,"(40.690246, -73.9492)"
L70204VU,3,7,Capital Plan 2015 - 2019,Long Island Rail Road,STATIONS,STATION AND BUILDINGS,Station Signage Replacement 9 Locations,40.7905429,-73.6433161,multilocation,"(40.7905429, -73.6433161)"
T8090207,4,8,Capital Plan 2020 - 2024,New York City Transit,TRACTION POWER,SUBSTATIONS,"Negative Cable Replacement on the 4th Avenue Line, Phase 3",40.662927,-73.995456,multilocation,"(40.662927, -73.995456)"
T60412C9,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of 2 Street Stairs at Jay Street-Metro Tech on the Broadway Line (SBMP),40.692186,-73.985868,base,"(40.692186, -73.985868)"
T7080620,14,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations,40.577565,-73.961332,multilocation,"(40.577565, -73.961332)"
T70412I1,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Platform Structural Repairs at 14 St-Union Square Station on the Canarsie Line,40.734696,-73.990513,base,"(40.734696, -73.990513)"
T8041238,22,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,"Station Components: 43 Locations, Phase 1",40.745551,-73.98871,multilocation,"(40.745551, -73.98871)"
T8090219,4,8,Capital Plan 2020 - 2024,New York City Transit,TRACTION POWER,SUBSTATIONS,Replace High Tension Switchgear at 5 Substations,40.877143,-73.840075,multilocation,"(40.877143, -73.840075)"
T5090212,2,5,Capital Plan 2005 - 2009,New York City Transit,POWER,SUBSTATIONS,Rehabilitate Underground Substation Hatchways,40.646864,-73.964117,multilocation,"(40.646864, -73.964117)"
T6160725,1,6,Capital Plan 2010 - 2014,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Automated Fare Control Office Upgrade at Fresh Pond and Queens Village Bus Depots (SBMP),40.717013,-73.730417,multilocation,"(40.717013, -73.730417)"
ET040328,6,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: Street Level Openings at 9 Stations,40.742614,-73.953552,multilocation,"(40.742614, -73.953552)"
G7130108,1,7,Capital Plan 2015 - 2019,Capital Construction Company,LIRR EXPANSION PROJECT,LIRR EXPANSION PROJECT,LIRR Expansion Project: LIRR Force Account Materials,40.7493,-73.6407,base,"(40.7493, -73.6407)"
D802HH14,1,8,Capital Plan 2020 - 2024,Bridges And Tunnels,ROADWAYS & DECKS,HENRY HUDSON BRIDGE,Deck Rehabilitation and Resurfacing of Upper Level - Henry Hudson Bridge,40.8797756,-73.9191964,base,"(40.8797756, -73.9191964)"
T7060512,3,7,Capital Plan 2015 - 2019,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Deep Wells Back-flushing on the Crosstown Line - Design Only,40.696337,-73.949309,multilocation,"(40.696337, -73.949309)"
L70204VZ,1,7,Capital Plan 2015 - 2019,Long Island Rail Road,STATIONS,STATION AND BUILDINGS,Elmont Station,40.720363,-73.723534,base,"(40.720363, -73.723534)"
T7080611,14,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 28 Stations (In-House),40.844401,-73.914721,multilocation,"(40.844401, -73.914721)"
T7160714,1,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Improvements to Electrical and Mechanical Systems at Livingston Plaza - Phase A,40.690422,-73.988864,base,"(40.690422, -73.988864)"
ET060310,3,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: Seal Conduit and Duct Penetrations (SBFP),40.703805,-74.008519,multilocation,"(40.703805, -74.008519)"
T7080620,8,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations,40.635022,-74.023353,multilocation,"(40.635022, -74.023353)"
L60701AR,1,6,Capital Plan 2010 - 2014,Long Island Rail Road,POWER,POWER,Replacement of Richmond Hill Substation,40.696688,-73.819988,base,"(40.696688, -73.819988)"
T6060403,1,6,Capital Plan 2010 - 2014,New York City Transit,LINE EQUIPMENT,PUMPING FACILITIES,"Rehab of Pumps at 4 Locations on the Pelham, Jerome, and Lenox Lines",40.823875,-73.936528,multilocation,"(40.823875, -73.936528)"
